Name,Star Rating,Verifed Review,Helpful Vote Count,Date,Author,Author Link,Review Link,Review Text
Five Stars,5,YES,0," October 8, 2017",anon,https://amazon.com//gp/profile/amzn1.account.AHGHP2PEJX2LSJK7LCEZR3DVQSPQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RDULV3NMWWOBB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Fabulous mechanism - Im hoping this umbrella lasts
Travel umbrella,5,YES,0," August 23, 2017",John F. Oliveira,https://amazon.com//gp/profile/amzn1.account.AEMZKWTARD5BXMNFZT5TOSX5HQVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RQEZ4M30TZXTD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,As advertised and delivered on time - fits perfectly in side pouch of bag I carry work computer and documents in - opens up to decent size as well
Five Stars,5,YES,0," January 25, 2017",supersxc,https://amazon.com//gp/profile/amzn1.account.AE7CRLDKD37WXWUAHTCTBCPUEMBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R298RSAD9M65OC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Awesome
"Great product, even better customer service",5,YES,0," August 22, 2016",aswan,https://amazon.com//gp/profile/amzn1.account.AEEMZ3IKF4N57ELN6KBFDN74YFMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RXVMKM5IETMYG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Umbrella appears to be well constructed (haven't had a chance to test it in high winds yet) and has a nice feel to it.  Seller reached out to ensure we were satisfied - a nice touch.  I'd highly recommend dealing with them and will look no further for my future umbrella needs.
A great umbrella for solo use,5,YES,0," August 11, 2016",Lilonemeg,https://amazon.com//gp/profile/amzn1.account.AFOUF75DPVLQPDWME2TQIVLQAMOQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3TDSW089LQE4N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Deploys and closes quickly at the touch of a button. Lightweight and compact. A great umbrella for solo use.
Terrible! worked OK for a few days,4,YES,13," November 30, 2016",Al A,https://amazon.com//gp/profile/amzn1.account.AFWW3E6GTCLIEBK7PKLCRRO4W75Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RENWB1FHMHYTC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Terrible! worked OK for a few days... but now doesn't open/close properly. The button only opens it halfway, and closing it is a real struggle.**UPDATE: They have contacted me and offered a refund and a replacement."
"Awesome umbrella, I really like the compact size",5,YES,0," February 23, 2018",frank gray,https://amazon.com//gp/profile/amzn1.account.AEZ4YWFHDFWHPCRZNUA34IYMZKFA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3KY3HOG6EOFF4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Awesome umbrella, I really like the compact size.  I have only had the opportunity to use during a mild rainstorm and it worked flawlessly.  Can‰Ûªt wait to test it in a really hard rain."
Does the job well,5,YES,0," August 13, 2016",Mnasir,https://amazon.com//gp/profile/amzn1.account.AHYCJXXWA4X6C4FJ3R37DMK4I4KA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R35IP737VF9PLV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great close open mechanism, priced competitively, nice firm handle."
Five Stars,5,YES,0," June 17, 2017",Sue Ofner,https://amazon.com//gp/profile/amzn1.account.AFRQOLPH5LYB654ZL5GXYYV5HC5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R156PAURCALHED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Perfect!
Five Stars,5,YES,0," December 12, 2017",brady,https://amazon.com//gp/profile/amzn1.account.AH64ITTFEVR6BII74TUMEZHUWY6A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1ZM0ZHLSY0F0Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Doesn't break in the wind.
Five Stars,5,YES,0," August 16, 2016",Patricia Frick,https://amazon.com//gp/profile/amzn1.account.AGOOZQSGMDJDZEOVWICSXYYXRFSA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3FS04BQP4ZSOS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,my grand daughter was pleased with the product and took it to college with her
Best umbrella ever!,5,YES,0," June 24, 2017",steve lader,https://amazon.com//gp/profile/amzn1.account.AHAJJFDCLHCAEOQCRVHJP25RVN5A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RXPBUOPH5U7BI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Seriously, this umbrella is awesome! Couldn't be happier with my purchase. Get it!"
It feels nice and sturdy without being bulky,5,YES,0," June 14, 2017",Wanna,https://amazon.com//gp/profile/amzn1.account.AEANB36SOUO2Z5TZRSXEOQMU5Z2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3QCWMRN6ILQTK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,This umbrella is just the right size.  It feels nice and sturdy without being bulky.
Five Stars,5,YES,On," October 15, 2016",Steve Tom Tristan,https://amazon.com//gp/profile/amzn1.account.AE3WVOOY4QWVTO6Z2MPJZNJJR34A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3I9V4T2OFXEVU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"This is a solid construction lightweight portable umbrella.  If thats what you want, you should order one of these."
Three Stars,3,YES,0," September 21, 2016",Globalgypsy,https://amazon.com//gp/profile/amzn1.account.AHLS6XCI5VIGF5KL2R5SJKZWC7VA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1T55KP7FRZ8FB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good quality but wish it had a latch between them top and the handle.  Hard to shut.
Product arrived promptly and is of very good quality. I really like the compact size of ...,5,YES,0," July 25, 2018",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AF6DNWA6V3ULU6TGDRAFMM3CWURA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RNVBP0Q0QRTS4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Product arrived promptly and is of very good quality. I really like the compact size of the umbrella. Great value.
Durable material,5,YES,0," March 12, 2018",Mel,https://amazon.com//gp/profile/amzn1.account.AG7FJVCDZJWX45C4ARHNYPKGWVEA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2DZ99Z2TMKF72/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Love the durable material! Can‰Ûªt wait to try it out.
Quality umbrella for reasonable price!,5,YES,0," May 4, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFQF2TYWK5B6QIW6XC3WRDIKZ55A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RM8L1KSKMZHLK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"The umbrella arrived quickly enough for international shipping.It seems to be a quality product, works well.Quite compact, I like the size in both folded and open position.I didn't have a chance to test in in a strong wind condition though."
Five Stars,5,YES,0," May 8, 2018",Raymond C. Nadeau,https://amazon.com//gp/profile/amzn1.account.AEVOIMQE7F2FMPAZ6VWLYCXA7UPQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1BXRVFF54WEX4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,very impressed with the quality
Good umbrella,5,YES,0," October 6, 2017",Alex,https://amazon.com//gp/profile/amzn1.account.AHZNR7IMD4HKLETFB2T35OEDF4KQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R162MW6T11VRQV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Seems like a good umbrella, hasn't rained since I've received it but as soon as I opened it I can tell this was a super study umbrella"
no issues,4,YES,0," October 24, 2016",Vince,https://amazon.com//gp/profile/amzn1.account.AF7O2PN5JPLRP3Q23JMRBFXYCIDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R21UHTUUF3HA9W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"arrived on time, no issues"
Great portable umbrella,5,YES,0," August 29, 2017",ap,https://amazon.com//gp/profile/amzn1.account.AGSSGFIAMIH7CES7ALKAN6GZ5CWQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RCUL6AYM419B1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Love this umbrella. This our third. Strong. Easy portability. Easy to open and close.
Just what I wanted!,5,YES,0," September 26, 2016",Barbara Darling,https://amazon.com//gp/profile/amzn1.account.AGF7LFALM5UIY7LQ6OWK2J75K52Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1FAEUUWHN5X2B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,The umbrella came very quickly and is high quality for the price.
All Good!,5,YES,0," October 16, 2017",Janet E Thomas,https://amazon.com//gp/profile/amzn1.account.AE3XFUQFDH44G2LCKFHJCWHJON5A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1BR6YE9RG1JNA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,The umbrella arrived right on time and looks great! I'll put it to use on an upcoming vacation.
Great product,5,YES,0," October 19, 2017",lmg,https://amazon.com//gp/profile/amzn1.account.AG4WLRIDEYJ3IHNS623SMDOEXV6A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2VP9EP12KY5CC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I bought this for a trip to London and put it to the test, where it passed with flying colors!"
Four Stars,4,YES,0," January 13, 2017",Mr. K. K.,https://amazon.com//gp/profile/amzn1.account.AH3V3WPPHJVYNVQDAIIBE3ZMRTTQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2MJVXWDXB5MBG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great!
Very easy to pack for a trip,5,YES,0," April 24, 2017",Katkuk,https://amazon.com//gp/profile/amzn1.account.AG2FEFHA2QN2IKA2SO2LFZMMPLZQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1IJA6B59E5K25/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Works as advertised. Very easy to pack for a trip.
Five Stars,5,YES,0," April 25, 2017",Ž÷ÀŒàø,https://amazon.com//gp/profile/amzn1.account.AE3ZAZTW56LGHM75CSUIUZNSMRKA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R28Q89H7GB4IZL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Nice!
Three Stars,3,YES,0," October 2, 2016",Xiaowei Zhang,https://amazon.com//gp/profile/amzn1.account.AFUSD2PDE5B3WQNQHQN3DUFJKQMA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1QUIHCE3UQWBG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,It's quite a short umbrella.
Using on a european river cruise,5,YES,0," August 9, 2017",Terri Tischer,https://amazon.com//gp/profile/amzn1.account.AH3CPEINMNPJOSVXEFCY2UFBIGWQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2IDUKL91RNAQE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I haven't had a chance to use this umbrella yet but love the size and the weight and am looking forward to using it on our vacation to Europe on a river cruise.
Four Stars,4,YES,0," July 22, 2018",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGOH6Z4L2WJN4E3N4U333FQMTDIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2DQ6LNFNUTSCW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,haven't used it yet but it opens & closes great.  seems sturdy
Excellent product,5,YES,0," August 21, 2017",Mark,https://amazon.com//gp/profile/amzn1.account.AGNUOOGN7WFZUYDRNEGBWSGQ7R3Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2IM61OEI9BTPB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,This is an excellent product.  My wife loves it and thinks it will be the best umbrella she has ever owned.
Great quality,5,YES,0," June 23, 2017",plutosknight,https://amazon.com//gp/profile/amzn1.account.AGYFUAD2VBOXPHNPA7IYGFOBGUDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1B599XEFSXET4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Works great. Excellent quality
I'm totally impressed by this umbrella! This actually opens ...,5,YES,0," May 1, 2017",Diane Freeman,https://amazon.com//gp/profile/amzn1.account.AFUZWN7JWEVMFFVGTTZUDDW333YA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1O1KMBAEBBCRM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I'm totally impressed by this umbrella!  This actually opens out quickly with the button, then just click the button and the top quickly folds in and all you'd do is push it down to collapse it.  For once, someone got it right!"
Easy to use,5,YES,0," August 16, 2016",Fox8592,https://amazon.com//gp/profile/amzn1.account.AHNNTNPX7RVJZ25QFFAPXTC6ROEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RT41S45TEVYJS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Well constructed. Easy to use.  Sturdy and seems like it will handle wind gusts well too.  Delivered on time and well packed.
Three Stars,5,YES,0," October 9, 2016",Jerry Girardi,https://amazon.com//gp/profile/amzn1.account.AEUVQLO5KXSNU2LUGHYFUERYNMHA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R15UKU3Z9WSL4W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Bought as gift. Very nice.
Be forewarned! unscrupulous manufacturer,1,YES,6," January 11, 2017",Riten Jaiswal,https://amazon.com//gp/profile/amzn1.account.AF3MW6ZBCBG6ACGRHUIVSMDFYZAQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RPFAH8A610ZRI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Umbrella is CRAP!!!!  WARRANTY IS NON-EXISTENT!  2nd time using it, it won't close anymore.  Emailed Repel, because they say to contact them directly.  No response.  DO NOT BUY!"
Five Stars,5,YES,0," December 18, 2016",Clement,https://amazon.com//gp/profile/amzn1.account.AGA33PQQHYEDWG5TSY7KHJQ3ZFAQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1VMEYYKC23D2C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,EXCELLENT.
Good umbrella for the price,5,YES,7," August 26, 2016",Fenix8452,https://amazon.com//gp/profile/amzn1.account.AEKEEDOXMMHDUNJKVT4CPE2FSRBA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3JIWV9Z6JTMK3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Light weight, but feels very durable.  It has quite the excited opening mechanism, so hold on to it until you know what to expect.  The auto collapse feature is perfect for me while I'm trying to get into my car while it's raining.The ties all feel and look strong; of course the test of time will tell if it's perfect, but so far it appears much better made than the cheaper ones I find at gas stations and big box stores.  It was shorter and fatter than my last umbrella, and I like the dimensions here better than my last one.  This is easier to shove into a big pocket or to fit into a bag or I presume a purse.The rubberized grip and button feel very sturdy and solid, and so far the button requires enough of a press that I've never accidentally collapsed it when I haven't intended on it.  So far, under very heavy rain, it's been perfectly waterproof.  I know that should be a given, but you might be amazed at how many cheap umbrellas I've gotten and returned because somehow a spot or two would leak."
it's best used by one person,5,YES,0," August 23, 2017",John,https://amazon.com//gp/profile/amzn1.account.AEPOS7ZKBZMDCKHIODESEETRZPQQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R24CEBNYINWRDH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Well made umbrella and a welcome change from the Totes I've previously used.  Size wise, it's best used by one person."
Five Stars,5,YES,0," January 12, 2017",Jeremy,https://amazon.com//gp/profile/amzn1.account.AEJMKN5Q5DJ2XZLRPYTJKWHHUA3A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RAK01T028NSP7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Strong and durable
Lasted a few uses before the wind wrecked it. ...,1,YES,0," April 7, 2018",exor,https://amazon.com//gp/profile/amzn1.account.AFNWGCLXZZ5BGAOLALLYP3UCYG4A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3JUW13RZXISB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Lasted a few uses before the wind wrecked it. Went back to my 10-year old umbrella that was built to last, unlike this piece."
Five Stars,5,YES,0," December 19, 2016",Amazonian,https://amazon.com//gp/profile/amzn1.account.AFZDPWYKF42B32VO6TSILSGB5BZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RQXFOQ1SMLUDS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good quality.
Great product; great customer service.,5,YES,0," October 11, 2017",Joe F,https://amazon.com//gp/profile/amzn1.account.AEBJVDHGK2TGNYASX7MT5BQ6OK2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3NRT8IRNTVJ1C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Product arrived quickly and operates as advertised. Great customer service from Rebecca. Would definitely by from Upper Echelon Products again.
Good product. Strong in the wind,5,YES,0," February 12, 2018",Wendy Terrenzio,https://amazon.com//gp/profile/amzn1.account.AHFSB6C2RWYWNQHDWE2ZWQIG5XDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1QKYKXDF7PK03/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good product.  Strong in the wind.
So far so good,5,YES,0," February 11, 2017",Leopold Cambier,https://amazon.com//gp/profile/amzn1.account.AFFMT3TROKZEVMRHIEDUZEJKVQ4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RU9XZJLZRREPL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"So far, very good. We'll see how it lasts :)"
Four Stars,4,YES,0," January 16, 2017",Babaskate,https://amazon.com//gp/profile/amzn1.account.AGPHAUE3RLNCMVXATLRFA3J2OZYQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R16U06216PSU19/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I like how it collapses with a button push
EXCELLENT!,5,YES,0," October 12, 2016",David E. Exline,https://amazon.com//gp/profile/amzn1.account.AGPGZRGFSCGQPTA3VK4QLAQ4KLXQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RSR5G3LQDPXBS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Very nice travel umbrella... just what we were looking for!
It looks very sturdy and easy to open/close,5,YES,0," June 21, 2018",Jennifer K Collins,https://amazon.com//gp/profile/amzn1.account.AEVEXRACY22CLZOPBV3O4GOZC3OA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R22YCZMMNZDNIL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Haven‰Ûªt tried it yet. Will be taking it to Ireland where it rains a lot. Will test it out there. It looks very sturdy and easy to open/close.
Five Stars,5,YES,0," April 7, 2018",Laurie,https://amazon.com//gp/profile/amzn1.account.AEQF3JCZ66FZ4C6WS6JXBEET2GNA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1HNFUOVE0BAZL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Very nice
Five Stars,5,YES,0," June 2, 2017",bpb,https://amazon.com//gp/profile/amzn1.account.AGAJAYTK3NFGHTL7LT7JGK4IHWDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RZTXFIC0XPX61/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella!
Four Stars,4,YES,0," February 20, 2017",Laurel K.,https://amazon.com//gp/profile/amzn1.account.AFAUVYN52TDNSVWITL37VN7I7G4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2W8J1KOA71VH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,So far so good!
"Great, durable",5,YES,0," May 3, 2018",Peter Lazorcik,https://amazon.com//gp/profile/amzn1.account.AGSJHBTIRV2NCCNC2K733F3AZPIA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3HTL4J3Z3DBJH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great, durable, sturdy umbrella. Doesn't get ruined in the wind. Big enough to keep you and your significant other dry, but not obnoxiously big. 10/10 would recommend!"
NOT windproof,1,YES,0," April 13, 2018",Breanne Wagner,https://amazon.com//gp/profile/amzn1.account.AEJHSHZCL5GFKR42E6BYROBWAXLA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1VX83YZMTLFJV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"NOT wind proof. Turned completely inside out today, the first day I used it, in mild wind. Would not recommend. Waste of money. Walking home in the pouring rain now..."
Umbrella arrived in perfect condition just as described it appears to be sturdy ...,5,YES,0," January 22, 2017",Gordon Williams,https://amazon.com//gp/profile/amzn1.account.AEZV5XNXKPEFNN56GYRJM6LKGA5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1JRR9W1X0J7IF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Umbrella arrived in perfect condition just as described it appears to be sturdy strong and stylish I'm very pleased with the product and the service of upper echelon thank you so much for your attention to detail and your concerns over my satisfaction with my order thank you again
Good Umbrella,5,YES,0," April 22, 2017",CuteAsAButton,https://amazon.com//gp/profile/amzn1.account.AFM2TJTTC2KRIK3SRHTLWSXFYCZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R32BY96Q9WLVRE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"This umbrella seems to be really strong and will hopefully keep longer than any of the others that we have gotten. It is very powerful when you open it, so just be careful that no one is close by when you push the button to open the umbrella."
